
 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 33.20, Ask Mean: 33.76, Bid Std: 0.47, Ask Std: 0.61
 RZQR -> Bid Mean: 30.57, Ask Mean: 31.07, Bid Std: 0.20, Ask Std: 0.33
 EHJS -> Bid Mean: 38.25, Ask Mean: 38.84, Bid Std: 0.35, Ask Std: 0.44
 FBTU -> Bid Mean: 27.62, Ask Mean: 28.19, Bid Std: 0.40, Ask Std: 0.39
 EMBO -> Bid Mean: 25.21, Ask Mean: 25.70, Bid Std: 0.71, Ask Std: 0.68
 RMJZ -> Bid Mean: 32.89, Ask Mean: 33.40, Bid Std: 0.84, Ask Std: 0.96
 CDWI -> Bid Mean: 17.06, Ask Mean: 17.58, Bid Std: 0.42, Ask Std: 0.51
 BRZZ -> Bid Mean: 18.19, Ask Mean: 18.77, Bid Std: 0.44, Ask Std: 0.51
 QHWP -> Bid Mean: 45.70, Ask Mean: 46.31, Bid Std: 0.34, Ask Std: 0.49
 WODJ -> Bid Mean: 11.99, Ask Mean: 12.51, Bid Std: 0.92, Ask Std: 0.85
 CGZF -> Bid Mean: 41.03, Ask Mean: 41.41, Bid Std: 1.31, Ask Std: 1.20

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 31.93, Ask Mean: 32.49, Bid Std: 0.58, Ask Std: 0.65
 EHJS -> Bid Mean: 39.63, Ask Mean: 40.09, Bid Std: 0.43, Ask Std: 0.43
 FBTU -> Bid Mean: 28.51, Ask Mean: 29.15, Bid Std: 0.57, Ask Std: 0.64
 EMBO -> Bid Mean: 28.99, Ask Mean: 29.46, Bid Std: 1.62, Ask Std: 1.64
 RMJZ -> Bid Mean: 35.06, Ask Mean: 35.60, Bid Std: 0.65, Ask Std: 0.80
 CDWI -> Bid Mean: 16.44, Ask Mean: 17.10, Bid Std: 0.28, Ask Std: 0.43
 BRZZ -> Bid Mean: 19.02, Ask Mean: 19.60, Bid Std: 0.50, Ask Std: 0.64
 QHWP -> Bid Mean: 46.12, Ask Mean: 46.53, Bid Std: 0.99, Ask Std: 0.99
 WODJ -> Bid Mean: 11.57, Ask Mean: 12.23, Bid Std: 0.54, Ask Std: 0.51
 CGZF -> Bid Mean: 42.13, Ask Mean: 42.69, Bid Std: 0.35, Ask Std: 0.53

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 32.04, Ask Mean: 32.66, Bid Std: 0.47, Ask Std: 0.43
 EHJS -> Bid Mean: 40.39, Ask Mean: 40.97, Bid Std: 0.39, Ask Std: 0.61
 FBTU -> Bid Mean: 31.93, Ask Mean: 32.50, Bid Std: 1.10, Ask Std: 1.17
 EMBO -> Bid Mean: 30.44, Ask Mean: 30.97, Bid Std: 0.55, Ask Std: 0.42
 RMJZ -> Bid Mean: 32.47, Ask Mean: 32.97, Bid Std: 1.72, Ask Std: 1.73
 CDWI -> Bid Mean: 15.01, Ask Mean: 15.52, Bid Std: 0.34, Ask Std: 0.49
 BRZZ -> Bid Mean: 19.53, Ask Mean: 20.19, Bid Std: 0.31, Ask Std: 0.40
 QHWP -> Bid Mean: 45.75, Ask Mean: 46.31, Bid Std: 0.73, Ask Std: 0.97
 WODJ -> Bid Mean: 11.04, Ask Mean: 11.65, Bid Std: 0.50, Ask Std: 0.56
 CGZF -> Bid Mean: 41.72, Ask Mean: 42.12, Bid Std: 0.69, Ask Std: 0.77

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 31.79, Ask Mean: 32.24, Bid Std: 0.41, Ask Std: 0.50
 EHJS -> Bid Mean: 40.53, Ask Mean: 41.07, Bid Std: 0.38, Ask Std: 0.49
 FBTU -> Bid Mean: 32.56, Ask Mean: 33.07, Bid Std: 1.14, Ask Std: 1.19
 EMBO -> Bid Mean: 31.97, Ask Mean: 32.45, Bid Std: 0.57, Ask Std: 0.62
 RMJZ -> Bid Mean: 31.15, Ask Mean: 31.68, Bid Std: 0.38, Ask Std: 0.47
 CDWI -> Bid Mean: 15.51, Ask Mean: 15.89, Bid Std: 0.34, Ask Std: 0.54
 BRZZ -> Bid Mean: 18.68, Ask Mean: 19.28, Bid Std: 0.46, Ask Std: 0.57
 QHWP -> Bid Mean: 47.06, Ask Mean: 47.59, Bid Std: 0.37, Ask Std: 0.59
 WODJ -> Bid Mean: 11.69, Ask Mean: 12.22, Bid Std: 0.75, Ask Std: 0.73
 CGZF -> Bid Mean: 39.28, Ask Mean: 39.70, Bid Std: 0.62, Ask Std: 0.72

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 31.49, Ask Mean: 32.02, Bid Std: 0.45, Ask Std: 0.49
 EHJS -> Bid Mean: 39.43, Ask Mean: 40.03, Bid Std: 0.61, Ask Std: 0.58
 FBTU -> Bid Mean: 31.53, Ask Mean: 32.14, Bid Std: 0.39, Ask Std: 0.43
 EMBO -> Bid Mean: 32.98, Ask Mean: 33.58, Bid Std: 0.39, Ask Std: 0.47
 RMJZ -> Bid Mean: 30.09, Ask Mean: 30.72, Bid Std: 0.29, Ask Std: 0.44
 CDWI -> Bid Mean: 15.89, Ask Mean: 16.40, Bid Std: 0.32, Ask Std: 0.35
 BRZZ -> Bid Mean: 18.56, Ask Mean: 19.07, Bid Std: 0.45, Ask Std: 0.49
 QHWP -> Bid Mean: 46.26, Ask Mean: 46.76, Bid Std: 0.61, Ask Std: 0.53
 WODJ -> Bid Mean: 12.75, Ask Mean: 13.39, Bid Std: 0.84, Ask Std: 0.79
 CGZF -> Bid Mean: 38.77, Ask Mean: 39.22, Bid Std: 0.58, Ask Std: 0.63

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 29.11, Ask Mean: 29.64, Bid Std: 0.92, Ask Std: 0.94
 EHJS -> Bid Mean: 39.49, Ask Mean: 40.15, Bid Std: 0.66, Ask Std: 0.70
 FBTU -> Bid Mean: 33.21, Ask Mean: 33.81, Bid Std: 0.78, Ask Std: 0.83
 EMBO -> Bid Mean: 33.06, Ask Mean: 33.50, Bid Std: 0.75, Ask Std: 0.77
 RMJZ -> Bid Mean: 32.84, Ask Mean: 33.37, Bid Std: 0.45, Ask Std: 0.44
 CDWI -> Bid Mean: 16.49, Ask Mean: 17.08, Bid Std: 0.29, Ask Std: 0.44
 BRZZ -> Bid Mean: 21.28, Ask Mean: 21.73, Bid Std: 0.86, Ask Std: 1.05
 QHWP -> Bid Mean: 46.70, Ask Mean: 47.29, Bid Std: 0.45, Ask Std: 0.57
 WODJ -> Bid Mean: 12.59, Ask Mean: 13.11, Bid Std: 0.24, Ask Std: 0.39
 CGZF -> Bid Mean: 39.89, Ask Mean: 40.26, Bid Std: 0.41, Ask Std: 0.43

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 28.21, Ask Mean: 28.73, Bid Std: 0.38, Ask Std: 0.55
 EHJS -> Bid Mean: 41.78, Ask Mean: 42.42, Bid Std: 0.75, Ask Std: 0.71
 FBTU -> Bid Mean: 34.73, Ask Mean: 35.24, Bid Std: 0.72, Ask Std: 0.83
 EMBO -> Bid Mean: 34.18, Ask Mean: 34.74, Bid Std: 0.79, Ask Std: 0.89
 RMJZ -> Bid Mean: 34.35, Ask Mean: 34.90, Bid Std: 0.54, Ask Std: 0.63
 CDWI -> Bid Mean: 16.26, Ask Mean: 16.70, Bid Std: 0.31, Ask Std: 0.41
 BRZZ -> Bid Mean: 21.09, Ask Mean: 21.76, Bid Std: 0.45, Ask Std: 0.52
 QHWP -> Bid Mean: 45.47, Ask Mean: 45.95, Bid Std: 0.99, Ask Std: 0.96
 WODJ -> Bid Mean: 12.25, Ask Mean: 12.81, Bid Std: 0.25, Ask Std: 0.39
 CGZF -> Bid Mean: 41.56, Ask Mean: 42.14, Bid Std: 0.36, Ask Std: 0.34

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 27.90, Ask Mean: 28.46, Bid Std: 0.64, Ask Std: 0.68
 EHJS -> Bid Mean: 43.40, Ask Mean: 43.84, Bid Std: 0.79, Ask Std: 0.68
 FBTU -> Bid Mean: 35.31, Ask Mean: 35.93, Bid Std: 0.34, Ask Std: 0.39
 EMBO -> Bid Mean: 35.43, Ask Mean: 36.02, Bid Std: 0.33, Ask Std: 0.48
 RMJZ -> Bid Mean: 34.00, Ask Mean: 34.59, Bid Std: 0.92, Ask Std: 0.97
 CDWI -> Bid Mean: 15.09, Ask Mean: 15.51, Bid Std: 0.74, Ask Std: 0.80
 BRZZ -> Bid Mean: 20.63, Ask Mean: 21.23, Bid Std: 0.94, Ask Std: 1.06
 QHWP -> Bid Mean: 40.83, Ask Mean: 41.45, Bid Std: 0.79, Ask Std: 0.92
 WODJ -> Bid Mean: 13.58, Ask Mean: 14.18, Bid Std: 1.46, Ask Std: 1.64
 CGZF -> Bid Mean: 41.33, Ask Mean: 41.87, Bid Std: 0.64, Ask Std: 0.69

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 26.25, Ask Mean: 26.84, Bid Std: 0.71, Ask Std: 0.66
 EHJS -> Bid Mean: 43.75, Ask Mean: 44.23, Bid Std: 0.47, Ask Std: 0.60
 FBTU -> Bid Mean: 36.36, Ask Mean: 37.10, Bid Std: 0.58, Ask Std: 0.53
 EMBO -> Bid Mean: 36.62, Ask Mean: 37.14, Bid Std: 1.36, Ask Std: 1.47
 RMJZ -> Bid Mean: 33.31, Ask Mean: 33.71, Bid Std: 1.02, Ask Std: 0.93
 CDWI -> Bid Mean: 14.08, Ask Mean: 14.69, Bid Std: 0.78, Ask Std: 0.72
 BRZZ -> Bid Mean: 22.24, Ask Mean: 22.88, Bid Std: 0.82, Ask Std: 0.96
 QHWP -> Bid Mean: 40.37, Ask Mean: 40.92, Bid Std: 0.57, Ask Std: 0.67
 WODJ -> Bid Mean: 17.37, Ask Mean: 17.96, Bid Std: 0.53, Ask Std: 0.59
 CGZF -> Bid Mean: 39.92, Ask Mean: 40.42, Bid Std: 0.79, Ask Std: 0.81

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 25.00, Ask Mean: 25.61, Bid Std: 0.81, Ask Std: 0.95
 EHJS -> Bid Mean: 45.23, Ask Mean: 45.76, Bid Std: 0.40, Ask Std: 0.43
 FBTU -> Bid Mean: 39.74, Ask Mean: 40.16, Bid Std: 1.39, Ask Std: 1.35
 EMBO -> Bid Mean: 35.57, Ask Mean: 36.23, Bid Std: 0.60, Ask Std: 0.58
 RMJZ -> Bid Mean: 35.09, Ask Mean: 35.52, Bid Std: 1.05, Ask Std: 1.07
 CDWI -> Bid Mean: 16.34, Ask Mean: 16.84, Bid Std: 0.55, Ask Std: 0.68
 BRZZ -> Bid Mean: 21.75, Ask Mean: 22.25, Bid Std: 0.51, Ask Std: 0.54
 QHWP -> Bid Mean: 38.74, Ask Mean: 39.20, Bid Std: 0.51, Ask Std: 0.38
 WODJ -> Bid Mean: 20.05, Ask Mean: 20.58, Bid Std: 0.95, Ask Std: 1.15
 CGZF -> Bid Mean: 38.86, Ask Mean: 39.51, Bid Std: 0.40, Ask Std: 0.51

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 23.99, Ask Mean: 24.56, Bid Std: 0.79, Ask Std: 0.87
 EHJS -> Bid Mean: 43.23, Ask Mean: 43.75, Bid Std: 0.57, Ask Std: 0.62
 FBTU -> Bid Mean: 40.07, Ask Mean: 40.53, Bid Std: 1.07, Ask Std: 1.09
 EMBO -> Bid Mean: 35.67, Ask Mean: 36.34, Bid Std: 0.36, Ask Std: 0.50
 RMJZ -> Bid Mean: 36.44, Ask Mean: 37.01, Bid Std: 0.63, Ask Std: 0.70
 CDWI -> Bid Mean: 17.49, Ask Mean: 18.07, Bid Std: 0.62, Ask Std: 0.65
 BRZZ -> Bid Mean: 21.44, Ask Mean: 21.98, Bid Std: 0.33, Ask Std: 0.36
 QHWP -> Bid Mean: 40.48, Ask Mean: 40.97, Bid Std: 1.07, Ask Std: 1.18
 WODJ -> Bid Mean: 21.33, Ask Mean: 21.93, Bid Std: 0.64, Ask Std: 0.77
 CGZF -> Bid Mean: 38.77, Ask Mean: 39.25, Bid Std: 0.41, Ask Std: 0.45

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 23.83, Ask Mean: 24.50, Bid Std: 0.74, Ask Std: 0.81
 EHJS -> Bid Mean: 43.54, Ask Mean: 43.99, Bid Std: 0.39, Ask Std: 0.40
 FBTU -> Bid Mean: 37.28, Ask Mean: 37.84, Bid Std: 0.55, Ask Std: 0.61
 EMBO -> Bid Mean: 35.44, Ask Mean: 35.99, Bid Std: 0.93, Ask Std: 0.92
 RMJZ -> Bid Mean: 35.90, Ask Mean: 36.58, Bid Std: 0.83, Ask Std: 0.94
 CDWI -> Bid Mean: 17.20, Ask Mean: 17.74, Bid Std: 0.35, Ask Std: 0.25
 BRZZ -> Bid Mean: 19.42, Ask Mean: 19.98, Bid Std: 0.81, Ask Std: 0.85
 QHWP -> Bid Mean: 40.36, Ask Mean: 41.03, Bid Std: 0.50, Ask Std: 0.53
 WODJ -> Bid Mean: 20.88, Ask Mean: 21.48, Bid Std: 0.46, Ask Std: 0.45
 CGZF -> Bid Mean: 38.66, Ask Mean: 39.23, Bid Std: 0.52, Ask Std: 0.50

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 23.17, Ask Mean: 23.60, Bid Std: 0.63, Ask Std: 0.68
 EHJS -> Bid Mean: 44.57, Ask Mean: 45.32, Bid Std: 0.83, Ask Std: 0.85
 FBTU -> Bid Mean: 38.65, Ask Mean: 39.05, Bid Std: 1.28, Ask Std: 1.35
 EMBO -> Bid Mean: 34.74, Ask Mean: 35.26, Bid Std: 1.20, Ask Std: 1.19
 RMJZ -> Bid Mean: 32.21, Ask Mean: 32.76, Bid Std: 1.70, Ask Std: 1.74
 CDWI -> Bid Mean: 18.22, Ask Mean: 18.89, Bid Std: 1.25, Ask Std: 1.42
 BRZZ -> Bid Mean: 18.44, Ask Mean: 18.87, Bid Std: 0.44, Ask Std: 0.58
 QHWP -> Bid Mean: 40.57, Ask Mean: 41.23, Bid Std: 0.45, Ask Std: 0.56
 WODJ -> Bid Mean: 21.76, Ask Mean: 22.37, Bid Std: 0.67, Ask Std: 0.58
 CGZF -> Bid Mean: 39.30, Ask Mean: 39.90, Bid Std: 0.67, Ask Std: 0.53

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 22.14, Ask Mean: 22.79, Bid Std: 0.75, Ask Std: 0.65
 EHJS -> Bid Mean: 45.26, Ask Mean: 45.76, Bid Std: 0.87, Ask Std: 0.82
 FBTU -> Bid Mean: 38.29, Ask Mean: 38.84, Bid Std: 1.02, Ask Std: 1.02
 EMBO -> Bid Mean: 36.57, Ask Mean: 37.07, Bid Std: 0.49, Ask Std: 0.75
 RMJZ -> Bid Mean: 29.72, Ask Mean: 30.35, Bid Std: 0.59, Ask Std: 0.54
 CDWI -> Bid Mean: 22.02, Ask Mean: 22.60, Bid Std: 0.78, Ask Std: 0.89
 BRZZ -> Bid Mean: 19.92, Ask Mean: 20.42, Bid Std: 0.84, Ask Std: 0.93
 QHWP -> Bid Mean: 40.01, Ask Mean: 40.55, Bid Std: 0.39, Ask Std: 0.56
 WODJ -> Bid Mean: 23.83, Ask Mean: 24.43, Bid Std: 0.86, Ask Std: 0.83
 CGZF -> Bid Mean: 38.87, Ask Mean: 39.29, Bid Std: 1.52, Ask Std: 1.51

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 20.74, Ask Mean: 21.36, Bid Std: 0.54, Ask Std: 0.65
 EHJS -> Bid Mean: 46.37, Ask Mean: 46.81, Bid Std: 0.35, Ask Std: 0.45
 FBTU -> Bid Mean: 40.35, Ask Mean: 40.94, Bid Std: 1.05, Ask Std: 1.14
 EMBO -> Bid Mean: 35.76, Ask Mean: 36.46, Bid Std: 0.36, Ask Std: 0.28
 RMJZ -> Bid Mean: 28.45, Ask Mean: 29.04, Bid Std: 1.44, Ask Std: 1.54
 CDWI -> Bid Mean: 21.58, Ask Mean: 22.00, Bid Std: 0.52, Ask Std: 0.44
 BRZZ -> Bid Mean: 20.11, Ask Mean: 20.71, Bid Std: 0.46, Ask Std: 0.47
 QHWP -> Bid Mean: 41.06, Ask Mean: 41.56, Bid Std: 0.40, Ask Std: 0.41
 WODJ -> Bid Mean: 27.71, Ask Mean: 28.15, Bid Std: 0.74, Ask Std: 0.83
 CGZF -> Bid Mean: 37.19, Ask Mean: 37.78, Bid Std: 0.52, Ask Std: 0.61

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 21.47, Ask Mean: 22.05, Bid Std: 0.84, Ask Std: 0.83
 EHJS -> Bid Mean: 44.50, Ask Mean: 45.06, Bid Std: 1.64, Ask Std: 1.50
 FBTU -> Bid Mean: 40.50, Ask Mean: 41.06, Bid Std: 0.70, Ask Std: 0.79
 EMBO -> Bid Mean: 37.78, Ask Mean: 38.27, Bid Std: 0.81, Ask Std: 0.89
 RMJZ -> Bid Mean: 27.43, Ask Mean: 27.94, Bid Std: 0.97, Ask Std: 0.94
 CDWI -> Bid Mean: 21.68, Ask Mean: 22.23, Bid Std: 0.81, Ask Std: 0.87
 BRZZ -> Bid Mean: 18.68, Ask Mean: 19.27, Bid Std: 0.63, Ask Std: 0.61
 QHWP -> Bid Mean: 43.15, Ask Mean: 43.76, Bid Std: 1.08, Ask Std: 0.99
 WODJ -> Bid Mean: 27.38, Ask Mean: 27.91, Bid Std: 0.82, Ask Std: 0.81
 CGZF -> Bid Mean: 36.83, Ask Mean: 37.30, Bid Std: 0.93, Ask Std: 1.04

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 23.86, Ask Mean: 24.45, Bid Std: 0.81, Ask Std: 0.90
 EHJS -> Bid Mean: 40.51, Ask Mean: 41.01, Bid Std: 0.39, Ask Std: 0.39
 FBTU -> Bid Mean: 41.70, Ask Mean: 42.24, Bid Std: 0.60, Ask Std: 0.66
 EMBO -> Bid Mean: 40.00, Ask Mean: 40.52, Bid Std: 0.50, Ask Std: 0.59
 RMJZ -> Bid Mean: 31.16, Ask Mean: 31.70, Bid Std: 0.75, Ask Std: 0.78
 CDWI -> Bid Mean: 21.91, Ask Mean: 22.51, Bid Std: 0.45, Ask Std: 0.57
 BRZZ -> Bid Mean: 19.52, Ask Mean: 20.08, Bid Std: 0.73, Ask Std: 0.97
 QHWP -> Bid Mean: 43.80, Ask Mean: 44.36, Bid Std: 0.33, Ask Std: 0.48
 WODJ -> Bid Mean: 26.62, Ask Mean: 27.10, Bid Std: 0.75, Ask Std: 0.72
 CGZF -> Bid Mean: 35.58, Ask Mean: 36.12, Bid Std: 0.75, Ask Std: 0.79

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 24.58, Ask Mean: 25.14, Bid Std: 0.92, Ask Std: 0.99
 EHJS -> Bid Mean: 40.22, Ask Mean: 40.78, Bid Std: 0.40, Ask Std: 0.59
 FBTU -> Bid Mean: 40.60, Ask Mean: 41.15, Bid Std: 0.56, Ask Std: 0.63
 EMBO -> Bid Mean: 39.58, Ask Mean: 40.17, Bid Std: 1.12, Ask Std: 1.11
 RMJZ -> Bid Mean: 29.63, Ask Mean: 30.26, Bid Std: 0.43, Ask Std: 0.44
 CDWI -> Bid Mean: 20.81, Ask Mean: 21.29, Bid Std: 0.55, Ask Std: 0.65
 BRZZ -> Bid Mean: 21.79, Ask Mean: 22.15, Bid Std: 0.59, Ask Std: 0.58
 QHWP -> Bid Mean: 44.85, Ask Mean: 45.41, Bid Std: 1.31, Ask Std: 1.33
 WODJ -> Bid Mean: 26.48, Ask Mean: 27.09, Bid Std: 1.20, Ask Std: 1.18
 CGZF -> Bid Mean: 36.23, Ask Mean: 36.60, Bid Std: 0.49, Ask Std: 0.53

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 20.65, Ask Mean: 21.02, Bid Std: 1.09, Ask Std: 1.13
 EHJS -> Bid Mean: 40.41, Ask Mean: 40.99, Bid Std: 0.55, Ask Std: 0.62
 FBTU -> Bid Mean: 40.24, Ask Mean: 40.87, Bid Std: 0.44, Ask Std: 0.55
 EMBO -> Bid Mean: 38.90, Ask Mean: 39.51, Bid Std: 0.50, Ask Std: 0.40
 RMJZ -> Bid Mean: 30.44, Ask Mean: 30.86, Bid Std: 0.37, Ask Std: 0.32
 CDWI -> Bid Mean: 20.84, Ask Mean: 21.29, Bid Std: 0.78, Ask Std: 0.74
 BRZZ -> Bid Mean: 23.51, Ask Mean: 24.06, Bid Std: 0.50, Ask Std: 0.51
 QHWP -> Bid Mean: 47.54, Ask Mean: 48.11, Bid Std: 0.48, Ask Std: 0.61
 WODJ -> Bid Mean: 25.29, Ask Mean: 25.84, Bid Std: 0.49, Ask Std: 0.55
 CGZF -> Bid Mean: 36.18, Ask Mean: 36.68, Bid Std: 0.52, Ask Std: 0.66

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 21.33, Ask Mean: 21.93, Bid Std: 0.57, Ask Std: 0.65
 EHJS -> Bid Mean: 38.98, Ask Mean: 39.48, Bid Std: 0.55, Ask Std: 0.51
 FBTU -> Bid Mean: 40.74, Ask Mean: 41.34, Bid Std: 0.22, Ask Std: 0.37
 EMBO -> Bid Mean: 38.03, Ask Mean: 38.63, Bid Std: 0.26, Ask Std: 0.42
 RMJZ -> Bid Mean: 31.11, Ask Mean: 31.72, Bid Std: 0.58, Ask Std: 0.64
 CDWI -> Bid Mean: 23.11, Ask Mean: 23.64, Bid Std: 1.00, Ask Std: 1.05
 BRZZ -> Bid Mean: 25.35, Ask Mean: 25.83, Bid Std: 0.60, Ask Std: 0.47
 QHWP -> Bid Mean: 47.24, Ask Mean: 47.85, Bid Std: 0.44, Ask Std: 0.47
 WODJ -> Bid Mean: 25.36, Ask Mean: 25.80, Bid Std: 1.05, Ask Std: 1.00
 CGZF -> Bid Mean: 37.02, Ask Mean: 37.57, Bid Std: 0.41, Ask Std: 0.45

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 18.37, Ask Mean: 18.95, Bid Std: 1.27, Ask Std: 1.40
 EHJS -> Bid Mean: 38.35, Ask Mean: 38.76, Bid Std: 0.52, Ask Std: 0.41
 FBTU -> Bid Mean: 41.14, Ask Mean: 41.57, Bid Std: 0.49, Ask Std: 0.58
 EMBO -> Bid Mean: 38.99, Ask Mean: 39.62, Bid Std: 0.67, Ask Std: 0.71
 RMJZ -> Bid Mean: 31.40, Ask Mean: 31.87, Bid Std: 0.48, Ask Std: 0.54
 CDWI -> Bid Mean: 22.44, Ask Mean: 22.92, Bid Std: 0.51, Ask Std: 0.57
 BRZZ -> Bid Mean: 23.41, Ask Mean: 23.91, Bid Std: 0.93, Ask Std: 1.02
 QHWP -> Bid Mean: 47.08, Ask Mean: 47.60, Bid Std: 0.97, Ask Std: 1.04
 WODJ -> Bid Mean: 25.41, Ask Mean: 25.90, Bid Std: 0.73, Ask Std: 0.81
 CGZF -> Bid Mean: 34.69, Ask Mean: 35.40, Bid Std: 1.26, Ask Std: 1.44

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 16.28, Ask Mean: 16.94, Bid Std: 0.59, Ask Std: 0.54
 EHJS -> Bid Mean: 38.22, Ask Mean: 38.73, Bid Std: 0.95, Ask Std: 1.05
 FBTU -> Bid Mean: 41.29, Ask Mean: 41.76, Bid Std: 0.55, Ask Std: 0.68
 EMBO -> Bid Mean: 39.54, Ask Mean: 40.05, Bid Std: 0.61, Ask Std: 0.66
 RMJZ -> Bid Mean: 29.60, Ask Mean: 30.10, Bid Std: 0.94, Ask Std: 0.97
 CDWI -> Bid Mean: 21.78, Ask Mean: 22.36, Bid Std: 0.94, Ask Std: 0.83
 BRZZ -> Bid Mean: 21.56, Ask Mean: 22.18, Bid Std: 0.26, Ask Std: 0.41
 QHWP -> Bid Mean: 46.97, Ask Mean: 47.59, Bid Std: 0.30, Ask Std: 0.43
 WODJ -> Bid Mean: 22.69, Ask Mean: 23.23, Bid Std: 1.35, Ask Std: 1.34
 CGZF -> Bid Mean: 34.26, Ask Mean: 34.78, Bid Std: 0.92, Ask Std: 0.93

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 16.46, Ask Mean: 17.05, Bid Std: 0.35, Ask Std: 0.54
 EHJS -> Bid Mean: 39.94, Ask Mean: 40.53, Bid Std: 0.53, Ask Std: 0.59
 FBTU -> Bid Mean: 42.64, Ask Mean: 43.30, Bid Std: 0.31, Ask Std: 0.46
 EMBO -> Bid Mean: 40.04, Ask Mean: 40.47, Bid Std: 1.31, Ask Std: 1.31
 RMJZ -> Bid Mean: 27.79, Ask Mean: 28.39, Bid Std: 0.75, Ask Std: 0.78
 CDWI -> Bid Mean: 20.38, Ask Mean: 20.85, Bid Std: 0.33, Ask Std: 0.33
 BRZZ -> Bid Mean: 21.58, Ask Mean: 22.21, Bid Std: 0.81, Ask Std: 0.89
 QHWP -> Bid Mean: 47.95, Ask Mean: 48.42, Bid Std: 0.43, Ask Std: 0.54
 WODJ -> Bid Mean: 21.42, Ask Mean: 21.96, Bid Std: 0.75, Ask Std: 0.87
 CGZF -> Bid Mean: 36.22, Ask Mean: 36.60, Bid Std: 0.80, Ask Std: 0.73

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 13.66, Ask Mean: 14.19, Bid Std: 0.66, Ask Std: 0.82
 EHJS -> Bid Mean: 38.25, Ask Mean: 38.79, Bid Std: 0.64, Ask Std: 0.67
 FBTU -> Bid Mean: 42.02, Ask Mean: 42.52, Bid Std: 0.34, Ask Std: 0.48
